Fecha,Cantidad,tend,ciclo
2015-04-23,106,86.3712026601512,19.628797339848802
2015-04-24,87,86.38818951421997,0.6118104857800262
2015-04-25,80,86.3115582954417,-6.311558295441699
2015-04-26,48,86.15654968016543,-38.156549680165426
2015-04-27,87,85.9344596208056,1.0655403791944025
2015-04-28,94,85.63273622622648,8.367263773773516
2015-04-29,97,85.23949356802933,11.760506431970668
2015-04-30,100,84.74807525767403,15.251924742325969
2015-05-01,94,84.15917522314044,9.840824776859563
2015-05-02,117,83.48301984537233,33.516980154627674
2015-05-03,79,82.73598602079906,-3.7359860207990607
2015-05-04,46,81.95539875844658,-35.95539875844658
2015-05-05,83,81.17624807607788,1.8237519239221172
2015-05-06,95,80.411051867232,14.588948132767996
2015-05-07,57,79.6734678704004,-22.6734678704004
2015-05-08,89,78.98627191665757,10.013728083342428
2015-05-09,55,78.35806891965903,-23.358068919659033
2015-05-10,61,77.80372237311236,-16.803722373112365
2015-05-11,95,77.32349697765042,17.67650302234958
2015-05-12,77,76.90715510742288,0.09284489257711925
2015-05-13,84,76.55550695096835,7.444493049031649
2015-05-14,73,76.26942072488332,-3.269420724883318
2015-05-15,103,76.05441745391987,26.945582546080132
2015-05-16,58,75.91397477487703,-17.913974774877033
2015-05-17,37,75.86841131364505,-38.868411313645055
2015-05-18,49,75.92684946187993,-26.926849461879925
2015-05-19,90,76.07411885416654,13.925881145833458
2015-05-20,82,76.27821984417615,5.721780155823851
2015-05-21,84,76.51585646129615,7.484143538703847
2015-05-22,98,76.76730884751134,21.232691152488655
2015-05-23,71,77.01753473451825,-6.01753473451825
2015-05-24,58,77.26476228598361,-19.264762285983608
2015-05-25,70,77.50345870636512,-7.503458706365123
2015-05-26,96,77.7160507236917,18.283949276308306
2015-05-27,90,77.88027540430075,12.119724595699253
2015-05-28,83,77.98529728282742,5.014702717172582
2015-05-29,79,78.02785572177913,0.9721442782208669
2015-05-30,65,78.00782427286153,-13.007824272861527
2015-05-31,64,77.92568407795412,-13.925684077954116
2015-06-01,88,77.77378638876586,10.226213611234144
2015-06-02,87,77.53577890445695,9.464221095543053
2015-06-03,80,77.20170070769458,2.7982992923054155
2015-06-04,110,76.76750601933068,33.23249398066932
2015-06-05,99,76.23089799727481,22.76910200272519
2015-06-06,77,75.61035010817452,1.389649891825485
2015-06-07,72,74.93856650742914,-2.938566507429144
2015-06-08,75,74.24911988162035,0.750880118379655
2015-06-09,31,73.57374631326266,-42.57374631326266
2015-06-10,79,72.94465118494462,6.055348815055382
2015-06-11,89,72.36743128780904,16.63256871219096
2015-06-12,50,71.85146800600819,-21.85146800600819
2015-06-13,66,71.41653807913937,-5.416538079139372
2015-06-14,56,71.0687610792962,-15.068761079296195
2015-06-15,39,70.8108712422728,-31.810871242272796
2015-06-16,80,70.63618482818882,9.363815171811183
2015-06-17,94,70.51813630263742,23.481863697362584
2015-06-18,77,70.43601251569416,6.563987484305841
2015-06-19,76,70.38377648224547,5.616223517754534
2015-06-20,77,70.35949370935546,6.640506290644538
2015-06-21,57,70.36473984378691,-13.364739843786907
2015-06-22,71,70.40524084873418,0.5947591512658192
2015-06-23,74,70.47836972498936,3.5216302750106365
